id,location,price,area,date_posted,fridge,washer,air_condition,wifi
827,"Thanh Khê, Đà Nẵng",1500000,15,10/21/2021,1,1,1,1
828,"Cẩm Lệ, Đà Nẵng",1900000,17,10/21/2021,1,1,0,0
829,"Liên Chiểu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
830,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
831,"Thanh Khê, Đà Nẵng",1400000,15,10/21/2021,0,0,0,0
832,"Sơn Trà, Đà Nẵng",3300000,24,10/21/2021,1,1,1,1
833,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,0,0,0,1
834,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
836,"Hải Châu, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
837,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
838,"Cẩm Lệ, Đà Nẵng",1500000,27,10/21/2021,0,0,0,0
839,"Sơn Trà, Đà Nẵng",3500000,40,10/21/2021,1,1,1,1
840,"Ngũ Hành Sơn, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
841,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,0,0,0,1
842,"Liên Chiểu, Đà Nẵng",1500000,19,10/21/2021,0,0,0,0
843,"Cẩm Lệ, Đà Nẵng",2700000,27,10/21/2021,0,0,0,1
844,"Hải Châu, Đà Nẵng",2200000,22,10/21/2021,0,1,0,0
845,"Hải Châu, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
846,"Thanh Khê, Đà Nẵng",2000000,24,10/21/2021,1,1,1,1
847,"Hải Châu, Đà Nẵng",2000000,19,10/21/2021,0,0,0,0
848,"Sơn Trà, Đà Nẵng",1500000,30,10/21/2021,0,0,0,0
850,"Liên Chiểu, Đà Nẵng",1800000,30,10/21/2021,0,0,0,0
851,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
853,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
854,"Ngũ Hành Sơn, Đà Nẵng",2200000,20,10/21/2021,0,0,0,0
855,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
856,"Cẩm Lệ, Đà Nẵng",1700000,30,10/21/2021,0,0,0,0
857,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,1,1,1,1
858,"Thanh Khê, Đà Nẵng",2500000,20,10/21/2021,0,0,1,0
859,"Liên Chiểu, Đà Nẵng",1800000,40,10/21/2021,0,0,0,0
860,"Liên Chiểu, Đà Nẵng",1100000,16,10/21/2021,1,1,1,1
861,"Ngũ Hành Sơn, Đà Nẵng",1500000,25,10/21/2021,0,0,0,1
862,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/21/2021,1,1,1,1
863,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
864,"Ngũ Hành Sơn, Đà Nẵng",2800000,35,10/21/2021,1,1,1,1
865,"Liên Chiểu, Đà Nẵng",1600000,24,10/21/2021,0,0,0,1
867,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
868,"Ngũ Hành Sơn, Đà Nẵng",2800000,22,10/21/2021,1,1,1,1
869,"Sơn Trà, Đà Nẵng",2500000,30,10/21/2021,1,1,1,1
871,"Hải Châu, Đà Nẵng",2500000,20,10/21/2021,0,1,0,0
872,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
873,"Thanh Khê, Đà Nẵng",3000000,25,10/21/2021,0,1,0,0
874,"Cẩm Lệ, Đà Nẵng",2500000,25,10/21/2021,0,1,0,0
875,"Ngũ Hành Sơn, Đà Nẵng",3500000,35,10/21/2021,1,1,1,1
876,"Thanh Khê, Đà Nẵng",1700000,18,10/21/2021,0,0,0,0
877,"Sơn Trà, Đà Nẵng",2500000,35,10/21/2021,0,0,0,0
878,"Thanh Khê, Đà Nẵng",1500000,17,10/21/2021,0,0,0,0
879,"Ngũ Hành Sơn, Đà Nẵng",3000000,30,10/21/2021,1,1,1,0
880,"Hải Châu, Đà Nẵng",3000000,40,10/21/2021,1,1,1,1
881,"Cẩm Lệ, Đà Nẵng",2700000,27,10/21/2021,0,0,0,0
882,"Ngũ Hành Sơn, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
883,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
884,"Ngũ Hành Sơn, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
885,"Ngũ Hành Sơn, Đà Nẵng",2000000,18,10/21/2021,1,1,1,1
886,"Hải Châu, Đà Nẵng",3500000,35,10/21/2021,0,0,0,0
887,"Liên Chiểu, Đà Nẵng",1600000,16,10/21/2021,0,0,0,1
888,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
889,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
890,"Thanh Khê, Đà Nẵng",2500000,40,10/21/2021,0,0,0,0
891,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
892,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
893,"Liên Chiểu, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
895,"Thanh Khê, Đà Nẵng",2200000,30,10/21/2021,0,0,0,0
896,"Hải Châu, Đà Nẵng",3500000,30,10/21/2021,1,1,1,1
897,"Cẩm Lệ, Đà Nẵng",2200000,17,10/21/2021,0,0,0,1
898,"Ngũ Hành Sơn, Đà Nẵng",1600000,16,10/21/2021,1,1,1,1
899,"Liên Chiểu, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
900,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,0,0,1
901,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
902,"Hải Châu, Đà Nẵng",1500000,14,10/21/2021,1,0,1,0
903,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
904,"Ngũ Hành Sơn, Đà Nẵng",2800000,28,10/21/2021,1,1,1,1
905,"Thanh Khê, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
906,"Ngũ Hành Sơn, Đà Nẵng",1300000,15,10/21/2021,0,0,0,1
907,"Hải Châu, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
908,"Liên Chiểu, Đà Nẵng",1800000,25,10/21/2021,0,0,0,1
909,"Ngũ Hành Sơn, Đà Nẵng",1400000,18,10/21/2021,0,0,0,0
910,"Thanh Khê, Đà Nẵng",1200000,19,10/21/2021,0,0,0,0
911,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
912,"Thanh Khê, Đà Nẵng",1500000,17,10/21/2021,0,0,0,0
913,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
914,"Cẩm Lệ, Đà Nẵng",1800000,20,10/21/2021,0,0,0,0
915,"Liên Chiểu, Đà Nẵng",1100000,24,10/21/2021,0,0,0,1
916,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
917,"Thanh Khê, Đà Nẵng",3000000,27,10/21/2021,1,1,1,1
918,"Sơn Trà, Đà Nẵng",1600000,25,10/21/2021,0,0,0,0
919,"Ngũ Hành Sơn, Đà Nẵng",2800000,28,10/21/2021,1,1,1,1
920,"Thanh Khê, Đà Nẵng",1300000,20,10/21/2021,0,0,0,0
921,"Ngũ Hành Sơn, Đà Nẵng",1300000,19,10/21/2021,0,0,0,0
922,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,1,1,1,1
923,"Hải Châu, Đà Nẵng",3500000,35,10/21/2021,1,1,1,1
924,"Thanh Khê, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
925,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
926,"Ngũ Hành Sơn, Đà Nẵng",1200000,20,10/21/2021,0,0,0,0
927,"Thanh Khê, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
928,"Hải Châu, Đà Nẵng",1000000,18,10/21/2021,0,0,0,0
929,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
930,"Thanh Khê, Đà Nẵng",1700000,17,10/21/2021,1,1,1,1
931,"Cẩm Lệ, Đà Nẵng",3000000,50,10/21/2021,1,1,1,1
932,"Thanh Khê, Đà Nẵng",1500000,18,10/21/2021,1,0,0,0
933,"Hải Châu, Đà Nẵng",1700000,20,10/21/2021,1,1,1,1
934,"Thanh Khê, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
935,"Ngũ Hành Sơn, Đà Nẵng",1900000,16,10/21/2021,0,0,0,0
936,"Hải Châu, Đà Nẵng",1300000,20,10/21/2021,0,0,0,0
937,"Hải Châu, Đà Nẵng",2000000,30,10/21/2021,0,0,0,1
938,"Hải Châu, Đà Nẵng",2300000,25,10/21/2021,1,1,1,1
939,"Hải Châu, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
940,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
941,"Liên Chiểu, Đà Nẵng",1200000,18,10/21/2021,0,0,0,0
942,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
943,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,1,0
944,"Ngũ Hành Sơn, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
945,"Ngũ Hành Sơn, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
946,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
947,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
948,"Liên Chiểu, Đà Nẵng",1100000,18,10/21/2021,0,0,0,1
949,"Sơn Trà, Đà Nẵng",1000000,20,10/21/2021,1,1,1,1
950,"Hải Châu, Đà Nẵng",1600000,25,10/21/2021,0,0,0,0
951,"Hải Châu, Đà Nẵng",3000000,30,10/21/2021,0,0,0,0
952,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
953,"Hải Châu, Đà Nẵng",2300000,23,10/21/2021,0,0,0,0
954,"Hải Châu, Đà Nẵng",1800000,15,10/21/2021,0,0,0,0
955,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
956,"Ngũ Hành Sơn, Đà Nẵng",1300000,20,10/21/2021,0,0,0,1
957,"Ngũ Hành Sơn, Đà Nẵng",1500000,19,10/21/2021,0,0,0,0
958,"Ngũ Hành Sơn, Đà Nẵng",1500000,15,10/21/2021,0,0,0,0
959,"Ngũ Hành Sơn, Đà Nẵng",2500000,20,10/21/2021,1,1,1,1
960,"Sơn Trà, Đà Nẵng",1000000,18,10/21/2021,0,0,0,1
961,"Hòa Vang, Đà Nẵng",6000000,17,10/21/2021,0,0,0,0
963,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,0,0
964,"Cẩm Lệ, Đà Nẵng",1800000,20,10/21/2021,1,1,1,1
965,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,1
966,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
967,"Liên Chiểu, Đà Nẵng",1200000,17,10/21/2021,0,0,0,1
968,"Liên Chiểu, Đà Nẵng",1800000,20,10/21/2021,0,0,0,1
969,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
970,"Sơn Trà, Đà Nẵng",3000000,27,10/21/2021,1,1,1,1
971,"Thanh Khê, Đà Nẵng",2000000,15,10/21/2021,0,0,0,1
972,"Liên Chiểu, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
973,"Hải Châu, Đà Nẵng",2600000,20,10/21/2021,0,0,0,0
974,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
975,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
976,"Liên Chiểu, Đà Nẵng",1000000,20,10/21/2021,0,0,0,1
977,"Hải Châu, Đà Nẵng",1200000,16,10/21/2021,0,0,0,0
978,"Ngũ Hành Sơn, Đà Nẵng",1500000,40,10/21/2021,0,0,0,0
979,"Hải Châu, Đà Nẵng",2100000,21,10/21/2021,0,0,0,1
980,"Liên Chiểu, Đà Nẵng",2000000,25,10/21/2021,1,1,1,1
981,"Hòa Vang, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
982,"Hải Châu, Đà Nẵng",3000000,26,10/21/2021,1,1,1,1
983,"Hải Châu, Đà Nẵng",1600000,16,10/21/2021,0,0,0,1
984,"Hải Châu, Đà Nẵng",3200000,28,10/21/2021,0,1,0,0
985,"Cẩm Lệ, Đà Nẵng",1000000,18,10/21/2021,0,0,0,0
986,"Thanh Khê, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
987,"Sơn Trà, Đà Nẵng",3000000,28,10/21/2021,1,1,1,1
988,"Cẩm Lệ, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
989,"Hải Châu, Đà Nẵng",2000000,22,10/21/2021,0,0,0,0
990,"Cẩm Lệ, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
991,"Thanh Khê, Đà Nẵng",3300000,25,10/21/2021,1,1,1,1
992,"Hải Châu, Đà Nẵng",1600000,10,10/21/2021,1,1,1,1
993,"Hải Châu, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
994,"Cẩm Lệ, Đà Nẵng",1700000,17,10/21/2021,0,0,0,1
995,"Ngũ Hành Sơn, Đà Nẵng",1500000,22,10/21/2021,0,0,0,0
996,"Hải Châu, Đà Nẵng",1500000,15,10/21/2021,0,0,0,0
997,"Hải Châu, Đà Nẵng",1300000,30,10/21/2021,1,1,1,1
998,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,0,0,0,0
999,"Cẩm Lệ, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
1000,"Ngũ Hành Sơn, Đà Nẵng",3500000,26,10/21/2021,1,1,1,1
1001,"Liên Chiểu, Đà Nẵng",1300000,18,10/21/2021,0,0,0,1
1002,"Sơn Trà, Đà Nẵng",3000000,25,10/21/2021,1,1,1,1
1003,"Ngũ Hành Sơn, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
1004,"Liên Chiểu, Đà Nẵng",1800000,25,10/21/2021,0,0,0,0
1005,"Liên Chiểu, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
1006,"Hải Châu, Đà Nẵng",1300000,25,10/21/2021,1,1,1,1
1007,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,0,0,0,0
1008,"Ngũ Hành Sơn, Đà Nẵng",2300000,25,10/21/2021,0,0,0,0
1009,"Hải Châu, Đà Nẵng",1700000,28,10/21/2021,1,1,1,1
1010,"Hải Châu, Đà Nẵng",3000000,35,10/21/2021,0,0,1,1
1011,"Hòa Vang, Đà Nẵng",1800000,18,10/19/2025,1,1,1,1
1012,"Cẩm Lệ, Đà Nẵng",6900000,50,9/21/2025,1,1,1,1
1013,"Hải Châu, Đà Nẵng",5000000,35,8/21/2025,1,1,1,1
1014,"Hải Châu, Đà Nẵng",2500000,23,7/21/2025,0,0,0,1
1015,"Hải Châu, Đà Nẵng",1000000,20,7/21/2025,0,0,0,0
1016,"Sơn Trà, Đà Nẵng",3000000,5,7/21/2025,1,1,1,1
1017,"Hải Châu, Đà Nẵng",1900000,20,6/21/2025,0,0,0,0
1018,"Ngũ Hành Sơn, Đà Nẵng",1500000,16,5/21/2025,0,0,0,0
1019,"Cẩm Lệ, Đà Nẵng",2500000,18,5/21/2025,1,1,1,1
1020,"Hải Châu, Đà Nẵng",1900000,20,3/21/2025,0,0,0,0
1021,"Hải Châu, Đà Nẵng",1900000,20,2/21/2025,0,0,0,0
1022,"Ngũ Hành Sơn, Đà Nẵng",2500000,20,2/21/2025,0,0,0,0
1023,"Ngũ Hành Sơn, Đà Nẵng",4700000,32,12/21/2024,1,1,1,1
1024,"Sơn Trà, Đà Nẵng",3000000,30,10/21/2024,0,1,1,0
1025,"Liên Chiểu, Đà Nẵng",2500000,40,10/21/2024,0,0,0,0
1026,"Thanh Khê, Đà Nẵng",1000000,12,10/21/2024,0,0,0,0
1027,"Hải Châu, Đà Nẵng",2300000,20,10/21/2024,0,0,0,0
1028,"Hải Châu, Đà Nẵng",1500000,12,10/21/2024,0,0,0,0
1029,"Thanh Khê, Đà Nẵng",1500000,12,10/21/2024,0,0,0,0
1030,"Thanh Khê, Đà Nẵng",2200000,20,10/21/2024,0,0,0,0
1031,"Liên Chiểu, Đà Nẵng",2900000,355,10/21/2024,0,0,0,0
1032,"Ngũ Hành Sơn, Đà Nẵng",3000000,32,10/21/2024,0,0,0,0
1033,"Thanh Khê, Đà Nẵng",2000000,25,10/21/2024,0,0,1,1
1034,"Hải Châu, Đà Nẵng",2500000,35,10/21/2024,0,0,0,1
1035,"Liên Chiểu, Đà Nẵng",2900000,35,10/21/2024,0,0,0,0
1036,"Sơn Trà, Đà Nẵng",2800000,25,10/21/2023,1,1,1,1
1037,"Ngũ Hành Sơn, Đà Nẵng",3000000,25,10/21/2023,0,0,0,0
1038,"Liên Chiểu, Đà Nẵng",2000000,35,10/21/2023,0,0,0,0
1039,"Thanh Khê, Đà Nẵng",2000000,25,10/21/2023,0,0,1,1
1040,"Thanh Khê, Đà Nẵng",1400000,15,10/21/2023,0,0,0,0
1041,"Liên Chiểu, Đà Nẵng",1000000,16,10/21/2023,0,0,0,0
1043,"Sơn Trà, Đà Nẵng",3700000,20,10/21/2023,1,1,1,1
1044,"Liên Chiểu, Đà Nẵng",1800000,35,10/21/2023,0,0,0,0
1045,"Thanh Khê, Đà Nẵng",1500000,20,10/21/2023,0,0,0,0
1046,"Sơn Trà, Đà Nẵng",2300000,25,10/21/2023,0,0,1,0
1047,"Sơn Trà, Đà Nẵng",4000000,65,10/21/2023,0,0,0,0
1048,"Liên Chiểu, Đà Nẵng",1800000,35,10/21/2023,0,0,0,0
1049,"Hòa Vang, Đà Nẵng",1800000,18,10/20/2025,1,1,1,1
1050,"Cẩm Lệ, Đà Nẵng",6900000,50,9/23/2025,1,1,1,1
1051,"Hải Châu, Đà Nẵng",5000000,35,8/23/2025,1,1,1,1
1052,"Hải Châu, Đà Nẵng",2500000,23,7/23/2025,0,0,0,1
1053,"Hải Châu, Đà Nẵng",1000000,20,7/23/2025,0,0,0,0
1054,"Sơn Trà, Đà Nẵng",3000000,5,6/23/2025,1,1,1,1
1055,"Hải Châu, Đà Nẵng",1900000,20,6/23/2025,0,0,0,0
1056,"Ngũ Hành Sơn, Đà Nẵng",1500000,16,5/23/2025,0,0,0,0
1057,"Cẩm Lệ, Đà Nẵng",2500000,18,5/23/2025,1,1,1,1
1058,"Hải Châu, Đà Nẵng",1900000,20,3/23/2025,0,0,0,0
1059,"Hải Châu, Đà Nẵng",1900000,20,2/23/2025,0,0,0,0
1060,"Ngũ Hành Sơn, Đà Nẵng",2500000,20,2/23/2025,0,0,0,0
1061,"Ngũ Hành Sơn, Đà Nẵng",4700000,32,12/23/2024,1,1,1,1
1062,"Sơn Trà, Đà Nẵng",3000000,30,10/23/2024,0,1,1,0
1063,"Liên Chiểu, Đà Nẵng",2500000,40,10/23/2024,0,0,0,0
1064,"Thanh Khê, Đà Nẵng",1000000,12,10/23/2024,0,0,0,0
1065,"Hải Châu, Đà Nẵng",2300000,20,10/23/2024,0,0,0,0
1066,"Hải Châu, Đà Nẵng",1500000,12,10/23/2024,0,0,0,0
1067,"Thanh Khê, Đà Nẵng",1500000,12,10/23/2024,0,0,0,0
1068,"Thanh Khê, Đà Nẵng",2200000,20,10/23/2024,0,0,0,0
1069,"Liên Chiểu, Đà Nẵng",2900000,355,10/23/2024,0,0,0,0
1070,"Ngũ Hành Sơn, Đà Nẵng",3000000,32,10/23/2024,0,0,0,0
1071,"Thanh Khê, Đà Nẵng",2000000,25,10/23/2024,0,0,1,1
1072,"Hải Châu, Đà Nẵng",2500000,35,10/23/2024,0,0,0,1
1073,"Liên Chiểu, Đà Nẵng",2900000,35,10/23/2023,0,0,0,0
1074,"Sơn Trà, Đà Nẵng",2800000,25,10/23/2023,1,1,1,1
1075,"Ngũ Hành Sơn, Đà Nẵng",3000000,25,10/23/2023,0,0,0,0
1076,"Liên Chiểu, Đà Nẵng",2000000,35,10/23/2023,0,0,0,0
1077,"Thanh Khê, Đà Nẵng",2000000,25,10/23/2023,0,0,1,1
1078,"Thanh Khê, Đà Nẵng",1400000,15,10/23/2023,0,0,0,0
1079,"Liên Chiểu, Đà Nẵng",1000000,16,10/23/2023,0,0,0,0
1081,"Sơn Trà, Đà Nẵng",3700000,20,10/23/2023,1,1,1,1
1082,"Liên Chiểu, Đà Nẵng",1800000,35,10/23/2023,0,0,0,0
1083,"Thanh Khê, Đà Nẵng",1500000,20,10/23/2023,0,0,0,0
1084,"Sơn Trà, Đà Nẵng",2300000,25,10/23/2023,0,0,1,0
1085,"Sơn Trà, Đà Nẵng",4000000,65,10/23/2023,0,0,0,0
1086,"Liên Chiểu, Đà Nẵng",1800000,35,10/23/2023,0,0,0,0
1087,"Ngũ Hành Sơn, Đà Nẵng",2500000,35,10/23/2023,0,0,0,0
1088,"Hải Châu, Đà Nẵng",2000000,35,10/23/2023,0,0,0,0
1089,"Thanh Khê, Đà Nẵng",1700000,20,10/23/2023,0,0,0,0
1090,"Hải Châu, Đà Nẵng",2200000,18,10/23/2023,0,0,0,0
1091,"Liên Chiểu, Đà Nẵng",2500000,40,10/23/2023,0,0,0,0
1092,"Ngũ Hành Sơn, Đà Nẵng",3000000,100,10/23/2023,0,0,0,0
1093,"Liên Chiểu, Đà Nẵng",1200000,25,10/23/2023,0,0,0,0
1094,"Hải Châu, Đà Nẵng",2500000,30,10/23/2023,0,0,0,0
1095,"Hải Châu, Đà Nẵng",3000000,30,10/23/2023,0,0,0,0
1096,"Hải Châu, Đà Nẵng",1700000,13,10/23/2023,0,0,0,0
1097,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/23/2023,0,0,0,0
1098,"Cẩm Lệ, Đà Nẵng",3500000,25,10/23/2022,1,1,1,1
1099,"Ngũ Hành Sơn, Đà Nẵng",2000000,12,10/23/2022,0,0,0,1
1104,"Hải Châu, Đà Nẵng",6000000,41,10/23/2022,1,1,1,1
1117,"Liên Chiểu, Đà Nẵng",1700000,30,10/23/2022,0,0,0,0
1118,"Hải Châu, Đà Nẵng",3500000,30,10/23/2022,1,1,0,0
1119,"Cẩm Lệ, Đà Nẵng",2000000,15,10/23/2022,0,1,0,0
1120,"Liên Chiểu, Đà Nẵng",1800000,25,10/23/2022,0,1,0,0
1121,"Cẩm Lệ, Đà Nẵng",3000000,40,10/23/2022,1,1,1,1
1122,"Cẩm Lệ, Đà Nẵng",3000000,40,10/23/2022,0,1,0,0
1123,"Thanh Khê, Đà Nẵng",2200000,35,10/23/2022,0,0,0,0
1124,"Cẩm Lệ, Đà Nẵng",1200000,20,10/23/2022,0,0,0,0
1125,"Ngũ Hành Sơn, Đà Nẵng",1000000,15,10/23/2022,0,0,0,1
1126,"Liên Chiểu, Đà Nẵng",1400000,20,10/23/2022,0,0,0,0
1127,"Ngũ Hành Sơn, Đà Nẵng",3000000,25,10/23/2022,1,1,1,1
1128,"Thanh Khê, Đà Nẵng",1500000,15,10/23/2022,1,1,1,1
1129,"Cẩm Lệ, Đà Nẵng",1600000,20,10/23/2022,0,0,0,0
1130,"Hải Châu, Đà Nẵng",1500000,20,10/23/2022,0,0,0,1
1131,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/23/2022,0,0,0,0
1132,"Cẩm Lệ, Đà Nẵng",2000000,20,10/23/2022,0,0,0,0
1133,"Cẩm Lệ, Đà Nẵng",1600000,16,10/23/2022,1,1,1,1
1134,"Ngũ Hành Sơn, Đà Nẵng",3000000,30,10/23/2022,1,1,1,1
1135,"Hải Châu, Đà Nẵng",1800000,18,10/23/2022,0,0,0,0
1136,"Hải Châu, Đà Nẵng",2300000,20,10/23/2022,0,0,0,0
1137,"Thanh Khê, Đà Nẵng",1000000,16,10/23/2022,0,0,0,0
1138,"Hải Châu, Đà Nẵng",3000000,30,10/23/2022,0,1,0,0
1139,"Thanh Khê, Đà Nẵng",1200000,16,10/23/2022,0,0,0,0
1140,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/23/2022,1,1,1,1
1141,"Hải Châu, Đà Nẵng",2500000,25,10/23/2022,1,1,1,1
1142,"Thanh Khê, Đà Nẵng",1400000,15,10/23/2021,0,0,0,0
1143,"Sơn Trà, Đà Nẵng",3700000,40,10/23/2021,1,1,1,1
1144,"Cẩm Lệ, Đà Nẵng",2200000,20,10/23/2021,0,1,1,1
1145,"Liên Chiểu, Đà Nẵng",1900000,35,10/23/2021,0,0,0,0
1146,"Sơn Trà, Đà Nẵng",4000000,24,10/23/2021,1,1,1,1
1147,"Sơn Trà, Đà Nẵng",1800000,20,10/23/2021,0,0,0,0
1148,"Ngũ Hành Sơn, Đà Nẵng",3200000,24,10/23/2021,1,1,1,1
1149,"Cẩm Lệ, Đà Nẵng",4000000,35,10/23/2021,1,1,1,1
1150,"Hải Châu, Đà Nẵng",2500000,25,10/23/2021,1,1,1,1
1151,"Hải Châu, Đà Nẵng",1500000,25,10/23/2021,1,1,1,1
1152,"Hải Châu, Đà Nẵng",1500000,18,10/23/2021,0,0,0,0
1154,"Sơn Trà, Đà Nẵng",5000000,45,10/23/2021,1,1,1,1
1155,"Cẩm Lệ, Đà Nẵng",2000000,17,10/23/2021,0,0,0,1
1156,"Liên Chiểu, Đà Nẵng",1500000,20,10/23/2021,0,0,0,0
1157,"Hải Châu, Đà Nẵng",1500000,20,10/23/2021,0,0,0,0
1158,"Hải Châu, Đà Nẵng",1200000,19,10/23/2021,0,0,0,0
1159,"Cẩm Lệ, Đà Nẵng",2200000,22,10/23/2021,0,0,0,1
1160,"Ngũ Hành Sơn, Đà Nẵng",2300000,23,10/23/2021,1,1,1,1
1161,"Cẩm Lệ, Đà Nẵng",2000000,20,10/23/2021,0,0,0,0
1162,"Hải Châu, Đà Nẵng",1400000,24,10/23/2021,1,1,1,1
1163,"Ngũ Hành Sơn, Đà Nẵng",1500000,15,10/23/2021,1,1,1,1
1164,"Sơn Trà, Đà Nẵng",2000000,20,10/23/2021,1,1,1,1
1165,"Hải Châu, Đà Nẵng",1800000,18,10/23/2021,1,0,0,0
1166,"Hải Châu, Đà Nẵng",1600000,25,10/23/2021,0,0,0,0
1167,"Hải Châu, Đà Nẵng",4000000,27,10/23/2021,0,0,0,0
1168,"Ngũ Hành Sơn, Đà Nẵng",2000000,25,10/23/2021,0,0,0,0
1169,"Ngũ Hành Sơn, Đà Nẵng",1600000,17,10/23/2021,1,1,1,1
1170,"Cẩm Lệ, Đà Nẵng",1500000,23,10/23/2021,0,0,0,0
1171,"Sơn Trà, Đà Nẵng",1400000,18,10/23/2021,0,0,0,1
1172,"Liên Chiểu, Đà Nẵng",1700000,17,10/23/2021,0,0,0,0
1174,"Ngũ Hành Sơn, Đà Nẵng",3800000,28,10/23/2021,1,1,1,1
1175,"Hải Châu, Đà Nẵng",2500000,25,10/23/2021,1,1,1,1
1176,"Hải Châu, Đà Nẵng",1000000,17,10/23/2021,0,0,0,0
1177,"Thanh Khê, Đà Nẵng",1800000,20,10/23/2021,0,0,0,0
1178,"Cẩm Lệ, Đà Nẵng",1500000,20,10/23/2021,1,1,0,0
1179,"Ngũ Hành Sơn, Đà Nẵng",3300000,30,10/23/2021,1,1,1,1
1180,"Cẩm Lệ, Đà Nẵng",2000000,40,10/23/2021,0,0,0,0
