id,location,price,area,date_posted,fridge,washer,air_condition,wifi
470,"Liên Chiểu, Đà Nẵng",1500000,18,10/21/2021,0,0,0,0
471,"Ngũ Hành Sơn, Đà Nẵng",3500000,40,10/21/2021,1,1,1,1
472,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
473,"Hải Châu, Đà Nẵng",3000000,15,10/21/2021,1,1,1,1
474,"Liên Chiểu, Đà Nẵng",1600000,30,10/21/2021,0,1,0,1
475,"Hải Châu, Đà Nẵng",2500000,20,10/21/2021,1,1,1,1
476,"Cẩm Lệ, Đà Nẵng",1000000,19,10/21/2021,0,0,0,1
477,"Cẩm Lệ, Đà Nẵng",1800000,35,10/21/2021,0,0,0,0
478,"Thanh Khê, Đà Nẵng",2200000,22,10/21/2021,1,1,1,1
479,"Liên Chiểu, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
480,"Liên Chiểu, Đà Nẵng",1200000,22,10/21/2021,0,0,0,1
481,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
482,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
483,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
484,"Liên Chiểu, Đà Nẵng",1500000,22,10/21/2021,0,0,0,1
485,"Ngũ Hành Sơn, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
486,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
487,"Liên Chiểu, Đà Nẵng",1300000,19,10/21/2021,0,0,0,0
488,"Hải Châu, Đà Nẵng",2000000,20,10/21/2021,0,0,1,0
489,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
490,"Thanh Khê, Đà Nẵng",1500000,15,10/21/2021,1,1,1,1
491,"Cẩm Lệ, Đà Nẵng",1900000,17,10/21/2021,1,1,0,0
492,"Liên Chiểu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
493,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
494,"Thanh Khê, Đà Nẵng",1400000,15,10/21/2021,0,0,0,0
495,"Sơn Trà, Đà Nẵng",3300000,24,10/21/2021,1,1,1,1
496,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,0,0,0,1
497,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
499,"Hải Châu, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
500,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
501,"Cẩm Lệ, Đà Nẵng",1500000,27,10/21/2021,0,0,0,0
502,"Sơn Trà, Đà Nẵng",3500000,40,10/21/2021,1,1,1,1
503,"Ngũ Hành Sơn, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
504,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,0,0,0,1
505,"Liên Chiểu, Đà Nẵng",1500000,19,10/21/2021,0,0,0,0
506,"Cẩm Lệ, Đà Nẵng",2700000,27,10/21/2021,0,0,0,1
507,"Hải Châu, Đà Nẵng",2200000,22,10/21/2021,0,1,0,0
508,"Hải Châu, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
509,"Thanh Khê, Đà Nẵng",2000000,24,10/21/2021,1,1,1,1
510,"Hải Châu, Đà Nẵng",2000000,19,10/21/2021,0,0,0,0
511,"Sơn Trà, Đà Nẵng",1500000,30,10/21/2021,0,0,0,0
513,"Liên Chiểu, Đà Nẵng",1800000,30,10/21/2021,0,0,0,0
514,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
516,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
517,"Ngũ Hành Sơn, Đà Nẵng",2200000,20,10/21/2021,0,0,0,0
518,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
519,"Cẩm Lệ, Đà Nẵng",1700000,30,10/21/2021,0,0,0,0
520,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,1,1,1,1
521,"Thanh Khê, Đà Nẵng",2500000,20,10/21/2021,0,0,1,0
522,"Liên Chiểu, Đà Nẵng",1800000,40,10/21/2021,0,0,0,0
523,"Liên Chiểu, Đà Nẵng",1100000,16,10/21/2021,1,1,1,1
524,"Ngũ Hành Sơn, Đà Nẵng",1500000,25,10/21/2021,0,0,0,1
525,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/21/2021,1,1,1,1
526,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
527,"Ngũ Hành Sơn, Đà Nẵng",2800000,35,10/21/2021,1,1,1,1
528,"Liên Chiểu, Đà Nẵng",1600000,24,10/21/2021,0,0,0,1
530,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,0,0,0,0
531,"Ngũ Hành Sơn, Đà Nẵng",2800000,22,10/21/2021,1,1,1,1
532,"Sơn Trà, Đà Nẵng",2500000,30,10/21/2021,1,1,1,1
534,"Hải Châu, Đà Nẵng",2500000,20,10/21/2021,0,1,0,0
535,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
536,"Thanh Khê, Đà Nẵng",3000000,25,10/21/2021,0,1,0,0
537,"Cẩm Lệ, Đà Nẵng",2500000,25,10/21/2021,0,1,0,0
538,"Ngũ Hành Sơn, Đà Nẵng",3500000,35,10/21/2021,1,1,1,1
539,"Thanh Khê, Đà Nẵng",1700000,18,10/21/2021,0,0,0,0
540,"Sơn Trà, Đà Nẵng",2500000,35,10/21/2021,0,0,0,0
541,"Thanh Khê, Đà Nẵng",1500000,17,10/21/2021,0,0,0,0
542,"Ngũ Hành Sơn, Đà Nẵng",3000000,30,10/21/2021,1,1,1,0
543,"Hải Châu, Đà Nẵng",3000000,40,10/21/2021,1,1,1,1
544,"Cẩm Lệ, Đà Nẵng",2700000,27,10/21/2021,0,0,0,0
545,"Ngũ Hành Sơn, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
546,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
547,"Ngũ Hành Sơn, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
548,"Ngũ Hành Sơn, Đà Nẵng",2000000,18,10/21/2021,1,1,1,1
549,"Hải Châu, Đà Nẵng",3500000,35,10/21/2021,0,0,0,0
550,"Liên Chiểu, Đà Nẵng",1600000,16,10/21/2021,0,0,0,1
551,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
552,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
553,"Thanh Khê, Đà Nẵng",2500000,40,10/21/2021,0,0,0,0
554,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
555,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
556,"Liên Chiểu, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
558,"Thanh Khê, Đà Nẵng",2200000,30,10/21/2021,0,0,0,0
559,"Hải Châu, Đà Nẵng",3500000,30,10/21/2021,1,1,1,1
560,"Cẩm Lệ, Đà Nẵng",2200000,17,10/21/2021,0,0,0,1
561,"Ngũ Hành Sơn, Đà Nẵng",1600000,16,10/21/2021,1,1,1,1
562,"Liên Chiểu, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
563,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,0,0,1
564,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
565,"Hải Châu, Đà Nẵng",1500000,14,10/21/2021,1,0,1,0
566,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
567,"Ngũ Hành Sơn, Đà Nẵng",2800000,28,10/21/2021,1,1,1,1
568,"Thanh Khê, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
569,"Ngũ Hành Sơn, Đà Nẵng",1300000,15,10/21/2021,0,0,0,1
570,"Hải Châu, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
571,"Liên Chiểu, Đà Nẵng",1800000,25,10/21/2021,0,0,0,1
572,"Ngũ Hành Sơn, Đà Nẵng",1400000,18,10/21/2021,0,0,0,0
573,"Thanh Khê, Đà Nẵng",1200000,19,10/21/2021,0,0,0,0
574,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
575,"Thanh Khê, Đà Nẵng",1500000,17,10/21/2021,0,0,0,0
576,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
577,"Cẩm Lệ, Đà Nẵng",1800000,20,10/21/2021,0,0,0,0
578,"Liên Chiểu, Đà Nẵng",1100000,24,10/21/2021,0,0,0,1
579,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
580,"Thanh Khê, Đà Nẵng",3000000,27,10/21/2021,1,1,1,1
581,"Sơn Trà, Đà Nẵng",1600000,25,10/21/2021,0,0,0,0
582,"Ngũ Hành Sơn, Đà Nẵng",2800000,28,10/21/2021,1,1,1,1
583,"Thanh Khê, Đà Nẵng",1300000,20,10/21/2021,0,0,0,0
584,"Ngũ Hành Sơn, Đà Nẵng",1300000,19,10/21/2021,0,0,0,0
585,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,1,1,1,1
586,"Hải Châu, Đà Nẵng",3500000,35,10/21/2021,1,1,1,1
587,"Thanh Khê, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
588,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
589,"Ngũ Hành Sơn, Đà Nẵng",1200000,20,10/21/2021,0,0,0,0
590,"Thanh Khê, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
591,"Hải Châu, Đà Nẵng",1000000,18,10/21/2021,0,0,0,0
592,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,0,0
593,"Thanh Khê, Đà Nẵng",1700000,17,10/21/2021,1,1,1,1
594,"Cẩm Lệ, Đà Nẵng",3000000,50,10/21/2021,1,1,1,1
595,"Thanh Khê, Đà Nẵng",1500000,18,10/21/2021,1,0,0,0
596,"Hải Châu, Đà Nẵng",1700000,20,10/21/2021,1,1,1,1
597,"Thanh Khê, Đà Nẵng",1400000,20,10/21/2021,0,0,0,0
598,"Ngũ Hành Sơn, Đà Nẵng",1900000,16,10/21/2021,0,0,0,0
599,"Hải Châu, Đà Nẵng",1300000,20,10/21/2021,0,0,0,0
600,"Hải Châu, Đà Nẵng",2000000,30,10/21/2021,0,0,0,1
601,"Hải Châu, Đà Nẵng",2300000,25,10/21/2021,1,1,1,1
602,"Hải Châu, Đà Nẵng",1500000,20,10/21/2021,1,1,1,1
603,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
604,"Liên Chiểu, Đà Nẵng",1200000,18,10/21/2021,0,0,0,0
605,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
606,"Thanh Khê, Đà Nẵng",2500000,25,10/21/2021,0,0,1,0
607,"Ngũ Hành Sơn, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
608,"Ngũ Hành Sơn, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
609,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
610,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
611,"Liên Chiểu, Đà Nẵng",1100000,18,10/21/2021,0,0,0,1
612,"Sơn Trà, Đà Nẵng",1000000,20,10/21/2021,1,1,1,1
613,"Hải Châu, Đà Nẵng",1600000,25,10/21/2021,0,0,0,0
614,"Hải Châu, Đà Nẵng",3000000,30,10/21/2021,0,0,0,0
615,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
616,"Hải Châu, Đà Nẵng",2300000,23,10/21/2021,0,0,0,0
617,"Hải Châu, Đà Nẵng",1800000,15,10/21/2021,0,0,0,0
618,"Ngũ Hành Sơn, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
619,"Ngũ Hành Sơn, Đà Nẵng",1300000,20,10/21/2021,0,0,0,1
620,"Ngũ Hành Sơn, Đà Nẵng",1500000,19,10/21/2021,0,0,0,0
621,"Ngũ Hành Sơn, Đà Nẵng",1500000,15,10/21/2021,0,0,0,0
622,"Ngũ Hành Sơn, Đà Nẵng",2500000,20,10/21/2021,1,1,1,1
623,"Sơn Trà, Đà Nẵng",1000000,18,10/21/2021,0,0,0,1
624,"Hòa Vang, Đà Nẵng",6000000,17,10/21/2021,0,0,0,0
626,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,0,0
627,"Cẩm Lệ, Đà Nẵng",1800000,20,10/21/2021,1,1,1,1
628,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,1
629,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
630,"Liên Chiểu, Đà Nẵng",1200000,17,10/21/2021,0,0,0,1
631,"Liên Chiểu, Đà Nẵng",1800000,20,10/21/2021,0,0,0,1
632,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
633,"Sơn Trà, Đà Nẵng",3000000,27,10/21/2021,1,1,1,1
634,"Thanh Khê, Đà Nẵng",2000000,15,10/21/2021,0,0,0,1
635,"Liên Chiểu, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
636,"Hải Châu, Đà Nẵng",2600000,20,10/21/2021,0,0,0,0
637,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
638,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
639,"Liên Chiểu, Đà Nẵng",1000000,20,10/21/2021,0,0,0,1
640,"Hải Châu, Đà Nẵng",1200000,16,10/21/2021,0,0,0,0
641,"Ngũ Hành Sơn, Đà Nẵng",1500000,40,10/21/2021,0,0,0,0
642,"Hải Châu, Đà Nẵng",2100000,21,10/21/2021,0,0,0,1
643,"Liên Chiểu, Đà Nẵng",2000000,25,10/21/2021,1,1,1,1
644,"Hòa Vang, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
645,"Hải Châu, Đà Nẵng",3000000,26,10/21/2021,1,1,1,1
646,"Hải Châu, Đà Nẵng",1600000,16,10/21/2021,0,0,0,1
647,"Hải Châu, Đà Nẵng",3200000,28,10/21/2021,0,1,0,0
648,"Cẩm Lệ, Đà Nẵng",1000000,18,10/21/2021,0,0,0,0
649,"Thanh Khê, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
650,"Sơn Trà, Đà Nẵng",3000000,28,10/21/2021,1,1,1,1
651,"Cẩm Lệ, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
652,"Hải Châu, Đà Nẵng",2000000,22,10/21/2021,0,0,0,0
653,"Cẩm Lệ, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
654,"Thanh Khê, Đà Nẵng",3300000,25,10/21/2021,1,1,1,1
655,"Hải Châu, Đà Nẵng",1600000,10,10/21/2021,1,1,1,1
656,"Hải Châu, Đà Nẵng",1600000,20,10/21/2021,0,0,0,1
657,"Cẩm Lệ, Đà Nẵng",1700000,17,10/21/2021,0,0,0,1
658,"Ngũ Hành Sơn, Đà Nẵng",1500000,22,10/21/2021,0,0,0,0
659,"Hải Châu, Đà Nẵng",1500000,15,10/21/2021,0,0,0,0
660,"Hải Châu, Đà Nẵng",1300000,30,10/21/2021,1,1,1,1
661,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,0,0,0,0
662,"Cẩm Lệ, Đà Nẵng",2200000,22,10/21/2021,0,0,0,0
663,"Ngũ Hành Sơn, Đà Nẵng",3500000,26,10/21/2021,1,1,1,1
664,"Liên Chiểu, Đà Nẵng",1300000,18,10/21/2021,0,0,0,1
665,"Sơn Trà, Đà Nẵng",3000000,25,10/21/2021,1,1,1,1
666,"Ngũ Hành Sơn, Đà Nẵng",1700000,25,10/21/2021,0,0,0,0
667,"Liên Chiểu, Đà Nẵng",1800000,25,10/21/2021,0,0,0,0
668,"Liên Chiểu, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
669,"Hải Châu, Đà Nẵng",1300000,25,10/21/2021,1,1,1,1
670,"Hải Châu, Đà Nẵng",2000000,25,10/21/2021,0,0,0,0
671,"Ngũ Hành Sơn, Đà Nẵng",2300000,25,10/21/2021,0,0,0,0
672,"Hải Châu, Đà Nẵng",1700000,28,10/21/2021,1,1,1,1
673,"Hải Châu, Đà Nẵng",3000000,35,10/21/2021,0,0,1,1
674,"Hòa Vang, Đà Nẵng",1800000,18,10/20/2025,1,1,1,1
675,"Cẩm Lệ, Đà Nẵng",6900000,50,9/21/2025,1,1,1,1
676,"Hải Châu, Đà Nẵng",5000000,35,8/21/2025,1,1,1,1
677,"Hải Châu, Đà Nẵng",2500000,23,7/21/2025,0,0,0,1
678,"Hải Châu, Đà Nẵng",1000000,20,7/21/2025,0,0,0,0
679,"Sơn Trà, Đà Nẵng",3000000,5,7/21/2025,1,1,1,1
680,"Hải Châu, Đà Nẵng",1900000,20,6/21/2025,0,0,0,0
681,"Ngũ Hành Sơn, Đà Nẵng",1500000,16,5/21/2025,0,0,0,0
682,"Cẩm Lệ, Đà Nẵng",2500000,18,5/21/2025,1,1,1,1
683,"Hải Châu, Đà Nẵng",1900000,20,3/21/2025,0,0,0,0
684,"Hải Châu, Đà Nẵng",1900000,20,2/21/2025,0,0,0,0
685,"Ngũ Hành Sơn, Đà Nẵng",2500000,20,2/21/2025,0,0,0,0
686,"Ngũ Hành Sơn, Đà Nẵng",4700000,32,12/21/2024,1,1,1,1
687,"Sơn Trà, Đà Nẵng",3000000,30,10/21/2024,0,1,1,0
688,"Liên Chiểu, Đà Nẵng",2500000,40,10/21/2024,0,0,0,0
689,"Thanh Khê, Đà Nẵng",1000000,12,10/21/2024,0,0,0,0
690,"Hải Châu, Đà Nẵng",2300000,20,10/21/2024,0,0,0,0
691,"Hải Châu, Đà Nẵng",1500000,12,10/21/2024,0,0,0,0
692,"Thanh Khê, Đà Nẵng",1500000,12,10/21/2024,0,0,0,0
693,"Thanh Khê, Đà Nẵng",2200000,20,10/21/2024,0,0,0,0
694,"Liên Chiểu, Đà Nẵng",2900000,355,10/21/2024,0,0,0,0
695,"Ngũ Hành Sơn, Đà Nẵng",3000000,32,10/21/2024,0,0,0,0
696,"Thanh Khê, Đà Nẵng",2000000,25,10/21/2024,0,0,1,1
697,"Hải Châu, Đà Nẵng",2500000,35,10/21/2024,0,0,0,1
698,"Liên Chiểu, Đà Nẵng",2900000,35,10/21/2024,0,0,0,0
699,"Sơn Trà, Đà Nẵng",2800000,25,10/21/2023,1,1,1,1
700,"Ngũ Hành Sơn, Đà Nẵng",3000000,25,10/21/2023,0,0,0,0
701,"Liên Chiểu, Đà Nẵng",2000000,35,10/21/2023,0,0,0,0
702,"Thanh Khê, Đà Nẵng",2000000,25,10/21/2023,0,0,1,1
703,"Thanh Khê, Đà Nẵng",1400000,15,10/21/2023,0,0,0,0
704,"Liên Chiểu, Đà Nẵng",1000000,16,10/21/2023,0,0,0,0
706,"Sơn Trà, Đà Nẵng",3700000,20,10/21/2023,1,1,1,1
707,"Liên Chiểu, Đà Nẵng",1800000,35,10/21/2023,0,0,0,0
708,"Thanh Khê, Đà Nẵng",1500000,20,10/21/2023,0,0,0,0
709,"Sơn Trà, Đà Nẵng",2300000,25,10/21/2023,0,0,1,0
710,"Sơn Trà, Đà Nẵng",4000000,65,10/21/2023,0,0,0,0
711,"Liên Chiểu, Đà Nẵng",1800000,35,10/21/2023,0,0,0,0
712,"Ngũ Hành Sơn, Đà Nẵng",2500000,35,10/21/2023,0,0,0,0
713,"Hải Châu, Đà Nẵng",2000000,35,10/21/2023,0,0,0,0
714,"Thanh Khê, Đà Nẵng",1700000,20,10/21/2023,0,0,0,0
715,"Hải Châu, Đà Nẵng",2200000,18,10/21/2023,0,0,0,0
716,"Liên Chiểu, Đà Nẵng",2500000,40,10/21/2023,0,0,0,0
717,"Ngũ Hành Sơn, Đà Nẵng",3000000,100,10/21/2023,0,0,0,0
718,"Liên Chiểu, Đà Nẵng",1200000,25,10/21/2023,0,0,0,0
719,"Hải Châu, Đà Nẵng",2500000,30,10/21/2023,0,0,0,0
720,"Hải Châu, Đà Nẵng",3000000,30,10/21/2023,0,0,0,0
721,"Hải Châu, Đà Nẵng",1700000,13,10/21/2023,0,0,0,0
722,"Ngũ Hành Sơn, Đà Nẵng",1500000,20,10/21/2023,0,0,0,0
723,"Cẩm Lệ, Đà Nẵng",3500000,25,10/21/2022,1,1,1,1
724,"Ngũ Hành Sơn, Đà Nẵng",2000000,12,10/21/2022,0,0,0,1
729,"Hải Châu, Đà Nẵng",6000000,41,10/21/2022,1,1,1,1
742,"Liên Chiểu, Đà Nẵng",1700000,30,10/21/2022,0,0,0,0
743,"Hải Châu, Đà Nẵng",3500000,30,10/21/2022,1,1,0,0
744,"Cẩm Lệ, Đà Nẵng",2000000,15,10/21/2022,0,1,0,0
745,"Liên Chiểu, Đà Nẵng",1800000,25,10/21/2022,0,1,0,0
746,"Cẩm Lệ, Đà Nẵng",3000000,40,10/21/2022,1,1,1,1
747,"Cẩm Lệ, Đà Nẵng",3000000,40,10/21/2022,0,1,0,0
748,"Thanh Khê, Đà Nẵng",2200000,35,10/21/2022,0,0,0,0
749,"Cẩm Lệ, Đà Nẵng",1200000,20,10/21/2022,0,0,0,0
750,"Ngũ Hành Sơn, Đà Nẵng",1000000,15,10/21/2022,0,0,0,1
751,"Liên Chiểu, Đà Nẵng",1400000,20,10/21/2022,0,0,0,0
752,"Ngũ Hành Sơn, Đà Nẵng",3000000,25,10/21/2022,1,1,1,1
753,"Thanh Khê, Đà Nẵng",1500000,15,10/21/2022,1,1,1,1
754,"Cẩm Lệ, Đà Nẵng",1600000,20,10/21/2022,0,0,0,0
755,"Hải Châu, Đà Nẵng",1500000,20,10/21/2022,0,0,0,1
756,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/21/2022,0,0,0,0
757,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2022,0,0,0,0
758,"Cẩm Lệ, Đà Nẵng",1600000,16,10/21/2022,1,1,1,1
759,"Ngũ Hành Sơn, Đà Nẵng",3000000,30,10/21/2022,1,1,1,1
760,"Hải Châu, Đà Nẵng",1800000,18,10/21/2022,0,0,0,0
761,"Hải Châu, Đà Nẵng",2300000,20,10/21/2022,0,0,0,0
762,"Thanh Khê, Đà Nẵng",1000000,16,10/21/2022,0,0,0,0
763,"Hải Châu, Đà Nẵng",3000000,30,10/21/2022,0,1,0,0
764,"Thanh Khê, Đà Nẵng",1200000,16,10/21/2022,0,0,0,0
765,"Ngũ Hành Sơn, Đà Nẵng",2500000,30,10/21/2022,1,1,1,1
766,"Hải Châu, Đà Nẵng",2500000,25,10/21/2022,1,1,1,1
767,"Thanh Khê, Đà Nẵng",1400000,15,10/21/2022,0,0,0,0
768,"Sơn Trà, Đà Nẵng",3700000,40,10/21/2021,1,1,1,1
769,"Cẩm Lệ, Đà Nẵng",2200000,20,10/21/2021,0,1,1,1
770,"Liên Chiểu, Đà Nẵng",1900000,35,10/21/2021,0,0,0,0
771,"Sơn Trà, Đà Nẵng",4000000,24,10/21/2021,1,1,1,1
772,"Sơn Trà, Đà Nẵng",1800000,20,10/21/2021,0,0,0,0
773,"Ngũ Hành Sơn, Đà Nẵng",3200000,24,10/21/2021,1,1,1,1
774,"Cẩm Lệ, Đà Nẵng",4000000,35,10/21/2021,1,1,1,1
775,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
776,"Hải Châu, Đà Nẵng",1500000,25,10/21/2021,1,1,1,1
777,"Hải Châu, Đà Nẵng",1500000,18,10/21/2021,0,0,0,0
779,"Sơn Trà, Đà Nẵng",5000000,45,10/21/2021,1,1,1,1
780,"Cẩm Lệ, Đà Nẵng",2000000,17,10/21/2021,0,0,0,1
781,"Liên Chiểu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
782,"Hải Châu, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
783,"Hải Châu, Đà Nẵng",1200000,19,10/21/2021,0,0,0,0
784,"Cẩm Lệ, Đà Nẵng",2200000,22,10/21/2021,0,0,0,1
785,"Ngũ Hành Sơn, Đà Nẵng",2300000,23,10/21/2021,1,1,1,1
786,"Cẩm Lệ, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
787,"Hải Châu, Đà Nẵng",1400000,24,10/21/2021,1,1,1,1
788,"Ngũ Hành Sơn, Đà Nẵng",1500000,15,10/21/2021,1,1,1,1
789,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
790,"Hải Châu, Đà Nẵng",1800000,18,10/21/2021,1,0,0,0
791,"Hải Châu, Đà Nẵng",1600000,25,10/21/2021,0,0,0,0
792,"Hải Châu, Đà Nẵng",4000000,27,10/21/2021,0,0,0,0
793,"Ngũ Hành Sơn, Đà Nẵng",2000000,25,10/21/2021,0,0,0,0
794,"Ngũ Hành Sơn, Đà Nẵng",1600000,17,10/21/2021,1,1,1,1
795,"Cẩm Lệ, Đà Nẵng",1500000,23,10/21/2021,0,0,0,0
796,"Sơn Trà, Đà Nẵng",1400000,18,10/21/2021,0,0,0,1
797,"Liên Chiểu, Đà Nẵng",1700000,17,10/21/2021,0,0,0,0
799,"Ngũ Hành Sơn, Đà Nẵng",3800000,28,10/21/2021,1,1,1,1
800,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
801,"Hải Châu, Đà Nẵng",1000000,17,10/21/2021,0,0,0,0
802,"Thanh Khê, Đà Nẵng",1800000,20,10/21/2021,0,0,0,0
803,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,1,1,0,0
804,"Ngũ Hành Sơn, Đà Nẵng",3300000,30,10/21/2021,1,1,1,1
805,"Cẩm Lệ, Đà Nẵng",2000000,40,10/21/2021,0,0,0,0
806,"Cẩm Lệ, Đà Nẵng",1700000,25,10/21/2021,1,1,1,1
807,"Liên Chiểu, Đà Nẵng",1500000,18,10/21/2021,0,0,0,0
808,"Ngũ Hành Sơn, Đà Nẵng",3500000,40,10/21/2021,1,1,1,1
809,"Sơn Trà, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
810,"Hải Châu, Đà Nẵng",3000000,15,10/21/2021,1,1,1,1
811,"Liên Chiểu, Đà Nẵng",1600000,30,10/21/2021,0,1,0,1
812,"Hải Châu, Đà Nẵng",2500000,20,10/21/2021,1,1,1,1
813,"Cẩm Lệ, Đà Nẵng",1000000,19,10/21/2021,0,0,0,1
814,"Cẩm Lệ, Đà Nẵng",1800000,35,10/21/2021,0,0,0,0
815,"Thanh Khê, Đà Nẵng",2200000,22,10/21/2021,1,1,1,1
816,"Liên Chiểu, Đà Nẵng",1400000,25,10/21/2021,0,0,0,0
817,"Liên Chiểu, Đà Nẵng",1200000,22,10/21/2021,0,0,0,1
818,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,0
819,"Hải Châu, Đà Nẵng",2500000,25,10/21/2021,1,1,1,1
820,"Liên Chiểu, Đà Nẵng",1500000,25,10/21/2021,0,0,0,0
821,"Liên Chiểu, Đà Nẵng",1500000,22,10/21/2021,0,0,0,1
822,"Ngũ Hành Sơn, Đà Nẵng",2000000,20,10/21/2021,1,1,1,1
823,"Cẩm Lệ, Đà Nẵng",1500000,20,10/21/2021,0,0,0,1
824,"Liên Chiểu, Đà Nẵng",1300000,19,10/21/2021,0,0,0,0
825,"Hải Châu, Đà Nẵng",2000000,20,10/21/2021,0,0,1,0
826,"Thanh Khê, Đà Nẵng",2000000,20,10/21/2021,0,0,0,0
